STATION,NAME,DATE,PRCP,TAVG,TMAX,TMIN
IN012070800,"BOMBAY SANTACRUZ, IN",12/21/2000,,79,95,60
IN012070800,"BOMBAY SANTACRUZ, IN",12/22/2000,,78,96,62
IN012070800,"BOMBAY SANTACRUZ, IN",12/23/2000,,78,94,63
IN012070800,"BOMBAY SANTACRUZ, IN",12/24/2000,,78,96,59
IN012070800,"BOMBAY SANTACRUZ, IN",12/25/2000,,77,,59
IN012070800,"BOMBAY SANTACRUZ, IN",12/26/2000,,78,95,61
IN012070800,"BOMBAY SANTACRUZ, IN",12/27/2000,,77,94,60
IN012070800,"BOMBAY SANTACRUZ, IN",12/28/2000,,78,,59
IN012070800,"BOMBAY SANTACRUZ, IN",12/29/2000,,80,94,60
IN012070800,"BOMBAY SANTACRUZ, IN",12/30/2000,0,80,92,69
IN012070800,"BOMBAY SANTACRUZ, IN",12/31/2000,0.24,69,74,
IN012070800,"BOMBAY SANTACRUZ, IN",1/1/2001,0.08,72,82,
IN012070800,"BOMBAY SANTACRUZ, IN",1/2/2001,,72,83,59
IN012070800,"BOMBAY SANTACRUZ, IN",1/3/2001,,76,89,62
IN012070800,"BOMBAY SANTACRUZ, IN",1/4/2001,,78,93,62
IN012070800,"BOMBAY SANTACRUZ, IN",1/5/2001,,79,95,
IN012070800,"BOMBAY SANTACRUZ, IN",1/6/2001,,80,91,65
IN012070800,"BOMBAY SANTACRUZ, IN",1/7/2001,,76,87,68
IN012070800,"BOMBAY SANTACRUZ, IN",1/8/2001,,72,84,
IN012070800,"BOMBAY SANTACRUZ, IN",1/9/2001,,72,84,56
IN012070800,"BOMBAY SANTACRUZ, IN",1/10/2001,,75,86,59
IN012070800,"BOMBAY SANTACRUZ, IN",1/11/2001,,76,84,62
IN012070800,"BOMBAY SANTACRUZ, IN",1/12/2001,,76,86,
IN012070800,"BOMBAY SANTACRUZ, IN",1/13/2001,,75,87,60
IN012070800,"BOMBAY SANTACRUZ, IN",1/14/2001,,76,90,66
IN012070800,"BOMBAY SANTACRUZ, IN",1/15/2001,,76,,65
IN012070800,"BOMBAY SANTACRUZ, IN",1/16/2001,,75,90,63
IN012070800,"BOMBAY SANTACRUZ, IN",1/17/2001,,78,90,65
IN012070800,"BOMBAY SANTACRUZ, IN",1/18/2001,,79,90,70
IN012070800,"BOMBAY SANTACRUZ, IN",1/19/2001,,80,90,68
IN012070800,"BOMBAY SANTACRUZ, IN",1/20/2001,,80,95,67
IN012070800,"BOMBAY SANTACRUZ, IN",1/21/2001,,79,,68
IN012070800,"BOMBAY SANTACRUZ, IN",1/22/2001,,73,85,67
IN012070800,"BOMBAY SANTACRUZ, IN",1/23/2001,,73,87,63
IN012070800,"BOMBAY SANTACRUZ, IN",1/24/2001,,73,91,60
IN012070800,"BOMBAY SANTACRUZ, IN",1/25/2001,,73,90,61
IN012070800,"BOMBAY SANTACRUZ, IN",1/26/2001,,75,96,62
IN012070800,"BOMBAY SANTACRUZ, IN",1/27/2001,,72,92,62
IN012070800,"BOMBAY SANTACRUZ, IN",1/28/2001,,70,88,61
IN012070800,"BOMBAY SANTACRUZ, IN",1/29/2001,,74,88,66
IN012070800,"BOMBAY SANTACRUZ, IN",1/30/2001,,73,86,65
IN012070800,"BOMBAY SANTACRUZ, IN",1/31/2001,,74,86,68
IN012070800,"BOMBAY SANTACRUZ, IN",2/1/2001,,75,84,69
IN012070800,"BOMBAY SANTACRUZ, IN",2/2/2001,0,76,90,68
IN012070800,"BOMBAY SANTACRUZ, IN",2/3/2001,,75,91,65
IN012070800,"BOMBAY SANTACRUZ, IN",2/4/2001,,73,87,63
IN012070800,"BOMBAY SANTACRUZ, IN",2/5/2001,,72,83,
IN012070800,"BOMBAY SANTACRUZ, IN",2/6/2001,,71,85,
IN012070800,"BOMBAY SANTACRUZ, IN",2/7/2001,,75,89,57
IN012070800,"BOMBAY SANTACRUZ, IN",2/8/2001,,78,,60
IN012070800,"BOMBAY SANTACRUZ, IN",2/9/2001,,75,100,62
IN012070800,"BOMBAY SANTACRUZ, IN",2/10/2001,,72,89,60
IN012070800,"BOMBAY SANTACRUZ, IN",2/11/2001,,71,85,
IN012070800,"BOMBAY SANTACRUZ, IN",2/12/2001,,71,88,57
IN012070800,"BOMBAY SANTACRUZ, IN",2/13/2001,,72,88,62
IN012070800,"BOMBAY SANTACRUZ, IN",2/14/2001,,72,83,62
IN012070800,"BOMBAY SANTACRUZ, IN",2/15/2001,,74,84,64
IN012070800,"BOMBAY SANTACRUZ, IN",2/16/2001,,73,85,59
IN012070800,"BOMBAY SANTACRUZ, IN",2/17/2001,,74,86,60
IN012070800,"BOMBAY SANTACRUZ, IN",2/18/2001,,76,89,62
IN012070800,"BOMBAY SANTACRUZ, IN",2/19/2001,,78,,62
IN012070800,"BOMBAY SANTACRUZ, IN",2/20/2001,,78,88,66
IN012070800,"BOMBAY SANTACRUZ, IN",2/21/2001,,77,88,65
IN012070800,"BOMBAY SANTACRUZ, IN",2/22/2001,,77,88,63
IN012070800,"BOMBAY SANTACRUZ, IN",2/23/2001,,79,89,63
IN012070800,"BOMBAY SANTACRUZ, IN",2/24/2001,,79,89,69
IN012070800,"BOMBAY SANTACRUZ, IN",2/25/2001,,76,83,66
IN012070800,"BOMBAY SANTACRUZ, IN",2/26/2001,,77,85,68
IN012070800,"BOMBAY SANTACRUZ, IN",2/27/2001,,78,85,
IN012070800,"BOMBAY SANTACRUZ, IN",2/28/2001,,77,86,
IN012070800,"BOMBAY SANTACRUZ, IN",3/1/2001,,80,91,67
IN012070800,"BOMBAY SANTACRUZ, IN",3/2/2001,,81,94,67
IN012070800,"BOMBAY SANTACRUZ, IN",3/3/2001,,80,90,70
IN012070800,"BOMBAY SANTACRUZ, IN",3/4/2001,,80,89,70
IN012070800,"BOMBAY SANTACRUZ, IN",3/5/2001,,81,,71
IN012070800,"BOMBAY SANTACRUZ, IN",3/6/2001,,80,90,
IN012070800,"BOMBAY SANTACRUZ, IN",3/7/2001,,77,85,
IN012070800,"BOMBAY SANTACRUZ, IN",3/8/2001,,77,,63
IN012070800,"BOMBAY SANTACRUZ, IN",3/9/2001,,79,86,65
IN012070800,"BOMBAY SANTACRUZ, IN",3/10/2001,,79,87,73
IN012070800,"BOMBAY SANTACRUZ, IN",3/11/2001,,78,88,71
IN012070800,"BOMBAY SANTACRUZ, IN",3/12/2001,,79,88,
IN012070800,"BOMBAY SANTACRUZ, IN",3/13/2001,,77,86,
IN012070800,"BOMBAY SANTACRUZ, IN",3/14/2001,,75,87,
IN012070800,"BOMBAY SANTACRUZ, IN",3/15/2001,,77,88,70
IN012070800,"BOMBAY SANTACRUZ, IN",3/16/2001,,77,88,71
IN012070800,"BOMBAY SANTACRUZ, IN",3/17/2001,,80,92,70
IN012070800,"BOMBAY SANTACRUZ, IN",3/18/2001,,79,87,71
IN012070800,"BOMBAY SANTACRUZ, IN",3/19/2001,,79,,71
IN012070800,"BOMBAY SANTACRUZ, IN",3/20/2001,,79,88,74
IN012070800,"BOMBAY SANTACRUZ, IN",3/21/2001,,80,88,73
IN012070800,"BOMBAY SANTACRUZ, IN",3/22/2001,,79,88,72
IN012070800,"BOMBAY SANTACRUZ, IN",3/23/2001,,78,,71
IN012070800,"BOMBAY SANTACRUZ, IN",3/24/2001,,77,87,71
IN012070800,"BOMBAY SANTACRUZ, IN",3/25/2001,,79,90,72
IN012070800,"BOMBAY SANTACRUZ, IN",3/26/2001,,81,91,72
IN012070800,"BOMBAY SANTACRUZ, IN",3/27/2001,,79,90,72
IN012070800,"BOMBAY SANTACRUZ, IN",3/28/2001,,78,88,73
IN012070800,"BOMBAY SANTACRUZ, IN",3/29/2001,,77,87,
IN012070800,"BOMBAY SANTACRUZ, IN",3/30/2001,,75,89,
IN012070800,"BOMBAY SANTACRUZ, IN",3/31/2001,,76,89,
IN012070800,"BOMBAY SANTACRUZ, IN",4/1/2001,,82,93,73
IN012070800,"BOMBAY SANTACRUZ, IN",4/2/2001,,83,95,71
IN012070800,"BOMBAY SANTACRUZ, IN",4/3/2001,,80,90,72
IN012070800,"BOMBAY SANTACRUZ, IN",4/4/2001,,80,95,73
IN012070800,"BOMBAY SANTACRUZ, IN",4/5/2001,,82,95,74
IN012070800,"BOMBAY SANTACRUZ, IN",4/6/2001,,85,97,74
IN012070800,"BOMBAY SANTACRUZ, IN",4/7/2001,,86,99,76
IN012070800,"BOMBAY SANTACRUZ, IN",4/8/2001,0.04,83,102,
IN012070800,"BOMBAY SANTACRUZ, IN",4/9/2001,0,81,93,
IN012070800,"BOMBAY SANTACRUZ, IN",4/10/2001,,84,98,72
IN012070800,"BOMBAY SANTACRUZ, IN",4/11/2001,,81,94,70
IN012070800,"BOMBAY SANTACRUZ, IN",4/12/2001,,83,94,
IN012070800,"BOMBAY SANTACRUZ, IN",4/13/2001,,83,94,76
IN012070800,"BOMBAY SANTACRUZ, IN",4/14/2001,,83,90,75
IN012070800,"BOMBAY SANTACRUZ, IN",4/15/2001,,84,90,76
IN012070800,"BOMBAY SANTACRUZ, IN",4/16/2001,,84,90,77
IN012070800,"BOMBAY SANTACRUZ, IN",4/17/2001,,81,91,74
IN012070800,"BOMBAY SANTACRUZ, IN",4/18/2001,,82,,76
IN012070800,"BOMBAY SANTACRUZ, IN",4/19/2001,,83,,
IN012070800,"BOMBAY SANTACRUZ, IN",4/20/2001,,83,92,75
IN012070800,"BOMBAY SANTACRUZ, IN",4/21/2001,,85,93,77
IN012070800,"BOMBAY SANTACRUZ, IN",4/22/2001,,88,,76
IN012070800,"BOMBAY SANTACRUZ, IN",4/23/2001,,86,95,75
IN012070800,"BOMBAY SANTACRUZ, IN",4/24/2001,,83,91,76
IN012070800,"BOMBAY SANTACRUZ, IN",4/25/2001,,83,90,78
IN012070800,"BOMBAY SANTACRUZ, IN",4/26/2001,,82,91,77
IN012070800,"BOMBAY SANTACRUZ, IN",4/27/2001,,82,91,
IN012070800,"BOMBAY SANTACRUZ, IN",4/28/2001,,81,92,
IN012070800,"BOMBAY SANTACRUZ, IN",4/29/2001,,85,92,76
IN012070800,"BOMBAY SANTACRUZ, IN",4/30/2001,,84,91,78
IN012070800,"BOMBAY SANTACRUZ, IN",5/1/2001,,84,92,77
IN012070800,"BOMBAY SANTACRUZ, IN",5/2/2001,,84,91,78
IN012070800,"BOMBAY SANTACRUZ, IN",5/3/2001,,82,92,
IN012070800,"BOMBAY SANTACRUZ, IN",5/4/2001,,85,,69
IN012070800,"BOMBAY SANTACRUZ, IN",5/5/2001,,84,92,78
IN012070800,"BOMBAY SANTACRUZ, IN",5/6/2001,,85,,80
IN012070800,"BOMBAY SANTACRUZ, IN",5/7/2001,,84,92,
IN012070800,"BOMBAY SANTACRUZ, IN",5/8/2001,,84,92,80
IN012070800,"BOMBAY SANTACRUZ, IN",5/9/2001,,84,92,79
IN012070800,"BOMBAY SANTACRUZ, IN",5/10/2001,,84,93,
IN012070800,"BOMBAY SANTACRUZ, IN",5/11/2001,,84,,
IN012070800,"BOMBAY SANTACRUZ, IN",5/12/2001,,84,92,
IN012070800,"BOMBAY SANTACRUZ, IN",5/13/2001,,85,92,
IN012070800,"BOMBAY SANTACRUZ, IN",5/14/2001,,85,93,81
IN012070800,"BOMBAY SANTACRUZ, IN",5/15/2001,,85,93,
IN012070800,"BOMBAY SANTACRUZ, IN",5/16/2001,,86,93,
IN012070800,"BOMBAY SANTACRUZ, IN",5/17/2001,,84,94,
IN012070800,"BOMBAY SANTACRUZ, IN",5/18/2001,,85,94,
IN012070800,"BOMBAY SANTACRUZ, IN",5/19/2001,,86,95,
IN012070800,"BOMBAY SANTACRUZ, IN",5/20/2001,,85,95,
IN012070800,"BOMBAY SANTACRUZ, IN",5/21/2001,,86,94,
IN012070800,"BOMBAY SANTACRUZ, IN",5/22/2001,,87,95,
IN012070800,"BOMBAY SANTACRUZ, IN",5/23/2001,,89,96,84
IN012070800,"BOMBAY SANTACRUZ, IN",5/24/2001,,88,97,
IN012070800,"BOMBAY SANTACRUZ, IN",5/25/2001,,87,96,
IN012070800,"BOMBAY SANTACRUZ, IN",5/26/2001,0.02,85,98,
IN012070800,"BOMBAY SANTACRUZ, IN",5/27/2001,0.12,84,95,77
IN012070800,"BOMBAY SANTACRUZ, IN",5/28/2001,0.75,84,92,76
IN012070800,"BOMBAY SANTACRUZ, IN",5/29/2001,0.03,85,92,
IN012070800,"BOMBAY SANTACRUZ, IN",5/30/2001,0,87,,82
IN012070800,"BOMBAY SANTACRUZ, IN",5/31/2001,0.01,85,92,81
IN012070800,"BOMBAY SANTACRUZ, IN",6/1/2001,0,85,92,
IN012070800,"BOMBAY SANTACRUZ, IN",6/2/2001,,85,92,
IN012070800,"BOMBAY SANTACRUZ, IN",6/3/2001,,85,92,
IN012070800,"BOMBAY SANTACRUZ, IN",6/4/2001,,85,92,
IN012070800,"BOMBAY SANTACRUZ, IN",6/5/2001,0.16,84,91,81
IN012070800,"BOMBAY SANTACRUZ, IN",6/6/2001,0,84,91,
IN012070800,"BOMBAY SANTACRUZ, IN",6/7/2001,0.28,84,92,
IN012070800,"BOMBAY SANTACRUZ, IN",6/8/2001,0,83,91,
IN012070800,"BOMBAY SANTACRUZ, IN",6/9/2001,,83,91,
IN012070800,"BOMBAY SANTACRUZ, IN",6/10/2001,,81,91,78
IN012070800,"BOMBAY SANTACRUZ, IN",6/11/2001,0.75,82,91,
IN012070800,"BOMBAY SANTACRUZ, IN",6/12/2001,2.4,81,87,
IN012070800,"BOMBAY SANTACRUZ, IN",6/13/2001,0.75,80,89,
IN012070800,"BOMBAY SANTACRUZ, IN",6/14/2001,0.67,80,83,
IN012070800,"BOMBAY SANTACRUZ, IN",6/15/2001,5.98,80,84,
IN012070800,"BOMBAY SANTACRUZ, IN",6/16/2001,1.65,82,88,71
IN012070800,"BOMBAY SANTACRUZ, IN",6/17/2001,4.84,79,,68
IN012070800,"BOMBAY SANTACRUZ, IN",6/18/2001,0,83,,
IN012070800,"BOMBAY SANTACRUZ, IN",6/19/2001,0.08,84,89,80
IN012070800,"BOMBAY SANTACRUZ, IN",6/20/2001,0.08,83,89,80
IN012070800,"BOMBAY SANTACRUZ, IN",6/21/2001,0.04,82,89,
IN012070800,"BOMBAY SANTACRUZ, IN",6/22/2001,0.08,84,89,79
IN012070800,"BOMBAY SANTACRUZ, IN",6/23/2001,0,84,89,
IN012070800,"BOMBAY SANTACRUZ, IN",6/24/2001,0.02,85,89,
IN012070800,"BOMBAY SANTACRUZ, IN",6/25/2001,0.01,84,90,
IN012070800,"BOMBAY SANTACRUZ, IN",6/26/2001,0.55,84,89,76
IN012070800,"BOMBAY SANTACRUZ, IN",6/27/2001,0.03,84,,
IN012070800,"BOMBAY SANTACRUZ, IN",6/28/2001,0.51,85,90,80
IN012070800,"BOMBAY SANTACRUZ, IN",6/29/2001,0.12,84,90,80
IN012070800,"BOMBAY SANTACRUZ, IN",6/30/2001,0.01,84,90,
IN012070800,"BOMBAY SANTACRUZ, IN",7/1/2001,0.87,81,87,
IN012070800,"BOMBAY SANTACRUZ, IN",7/2/2001,2.01,81,87,74
IN012070800,"BOMBAY SANTACRUZ, IN",7/3/2001,0.39,82,87,
IN012070800,"BOMBAY SANTACRUZ, IN",7/4/2001,2.56,81,,76
IN012070800,"BOMBAY SANTACRUZ, IN",7/5/2001,0,83,,
IN012070800,"BOMBAY SANTACRUZ, IN",7/6/2001,0.47,80,84,
IN012070800,"BOMBAY SANTACRUZ, IN",7/7/2001,0.39,78,85,
IN012070800,"BOMBAY SANTACRUZ, IN",7/8/2001,4.72,79,,76
IN012070800,"BOMBAY SANTACRUZ, IN",7/9/2001,6.34,79,,77
IN012070800,"BOMBAY SANTACRUZ, IN",7/10/2001,4.84,81,86,76
IN012070800,"BOMBAY SANTACRUZ, IN",7/11/2001,0.08,80,86,
IN012070800,"BOMBAY SANTACRUZ, IN",7/12/2001,0.59,81,87,
IN012070800,"BOMBAY SANTACRUZ, IN",7/13/2001,0.94,81,87,
IN012070800,"BOMBAY SANTACRUZ, IN",7/14/2001,0.43,81,87,78
IN012070800,"BOMBAY SANTACRUZ, IN",7/15/2001,0.43,81,86,
IN012070800,"BOMBAY SANTACRUZ, IN",7/16/2001,0.59,82,86,
IN012070800,"BOMBAY SANTACRUZ, IN",7/17/2001,0.03,82,87,80
IN012070800,"BOMBAY SANTACRUZ, IN",7/18/2001,0,82,86,
IN012070800,"BOMBAY SANTACRUZ, IN",7/19/2001,0.43,82,84,78
IN012070800,"BOMBAY SANTACRUZ, IN",7/20/2001,0.43,82,87,78
IN012070800,"BOMBAY SANTACRUZ, IN",7/21/2001,0.2,83,,79
IN012070800,"BOMBAY SANTACRUZ, IN",7/22/2001,0.08,82,86,79
IN012070800,"BOMBAY SANTACRUZ, IN",7/23/2001,0,82,86,
IN012070800,"BOMBAY SANTACRUZ, IN",7/24/2001,0.16,83,,77
IN012070800,"BOMBAY SANTACRUZ, IN",7/25/2001,0.04,83,,
IN012070800,"BOMBAY SANTACRUZ, IN",7/26/2001,0.16,81,,
IN012070800,"BOMBAY SANTACRUZ, IN",7/27/2001,0.59,82,,77
IN012070800,"BOMBAY SANTACRUZ, IN",7/28/2001,0.16,83,89,
IN012070800,"BOMBAY SANTACRUZ, IN",7/29/2001,0.04,84,,
IN012070800,"BOMBAY SANTACRUZ, IN",7/30/2001,0.2,81,,76
IN012070800,"BOMBAY SANTACRUZ, IN",7/31/2001,0.43,83,,77
IN012070800,"BOMBAY SANTACRUZ, IN",8/1/2001,0,84,88,80
IN012070800,"BOMBAY SANTACRUZ, IN",8/2/2001,,83,,
IN012070800,"BOMBAY SANTACRUZ, IN",8/3/2001,0.03,80,85,
IN012070800,"BOMBAY SANTACRUZ, IN",8/4/2001,0.51,79,,76
IN012070800,"BOMBAY SANTACRUZ, IN",8/5/2001,0.43,83,,76
IN012070800,"BOMBAY SANTACRUZ, IN",8/6/2001,0.31,85,,78
IN012070800,"BOMBAY SANTACRUZ, IN",8/7/2001,0.2,80,,
IN012070800,"BOMBAY SANTACRUZ, IN",8/8/2001,1.26,80,,75
IN012070800,"BOMBAY SANTACRUZ, IN",8/9/2001,3.15,83,,76
IN012070800,"BOMBAY SANTACRUZ, IN",8/10/2001,1.54,81,85,76
IN012070800,"BOMBAY SANTACRUZ, IN",8/11/2001,1.3,82,,77
IN012070800,"BOMBAY SANTACRUZ, IN",8/12/2001,0.71,83,,77
IN012070800,"BOMBAY SANTACRUZ, IN",8/13/2001,0.91,84,,78
IN012070800,"BOMBAY SANTACRUZ, IN",8/14/2001,0.63,81,,76
IN012070800,"BOMBAY SANTACRUZ, IN",8/15/2001,3.58,81,84,76
IN012070800,"BOMBAY SANTACRUZ, IN",8/16/2001,1.81,81,,76
IN012070800,"BOMBAY SANTACRUZ, IN",8/17/2001,0.31,83,,78
IN012070800,"BOMBAY SANTACRUZ, IN",8/18/2001,0.35,82,,79
IN012070800,"BOMBAY SANTACRUZ, IN",8/19/2001,0.2,85,,78
IN012070800,"BOMBAY SANTACRUZ, IN",8/20/2001,0.08,83,,
IN012070800,"BOMBAY SANTACRUZ, IN",8/21/2001,0.16,83,,76
IN012070800,"BOMBAY SANTACRUZ, IN",8/22/2001,0,83,,
IN012070800,"BOMBAY SANTACRUZ, IN",8/23/2001,0.51,83,88,76
IN012070800,"BOMBAY SANTACRUZ, IN",8/24/2001,0.24,82,,
IN012070800,"BOMBAY SANTACRUZ, IN",8/25/2001,0.16,83,,
IN012070800,"BOMBAY SANTACRUZ, IN",8/26/2001,0.01,84,,
IN012070800,"BOMBAY SANTACRUZ, IN",8/27/2001,0.12,83,,
IN012070800,"BOMBAY SANTACRUZ, IN",8/28/2001,0.35,84,,77
IN012070800,"BOMBAY SANTACRUZ, IN",8/29/2001,0.24,83,,74
IN012070800,"BOMBAY SANTACRUZ, IN",8/30/2001,0.12,83,88,
IN012070800,"BOMBAY SANTACRUZ, IN",8/31/2001,0.01,85,,80
IN012070800,"BOMBAY SANTACRUZ, IN",9/1/2001,0,84,,80
IN012070800,"BOMBAY SANTACRUZ, IN",9/2/2001,0.03,81,86,
IN012070800,"BOMBAY SANTACRUZ, IN",9/3/2001,0.08,80,,
IN012070800,"BOMBAY SANTACRUZ, IN",9/4/2001,0.28,83,,
IN012070800,"BOMBAY SANTACRUZ, IN",9/5/2001,0,83,,
IN012070800,"BOMBAY SANTACRUZ, IN",9/6/2001,0.12,82,,77
IN012070800,"BOMBAY SANTACRUZ, IN",9/7/2001,0.12,84,88,77
IN012070800,"BOMBAY SANTACRUZ, IN",9/8/2001,0,84,,
IN012070800,"BOMBAY SANTACRUZ, IN",9/9/2001,0,85,,78
IN012070800,"BOMBAY SANTACRUZ, IN",9/10/2001,0,84,,
IN012070800,"BOMBAY SANTACRUZ, IN",9/11/2001,0,81,,77
IN012070800,"BOMBAY SANTACRUZ, IN",9/12/2001,0.43,83,,76
IN012070800,"BOMBAY SANTACRUZ, IN",9/13/2001,0,83,,76
IN012070800,"BOMBAY SANTACRUZ, IN",9/14/2001,,84,,76
IN012070800,"BOMBAY SANTACRUZ, IN",9/15/2001,,83,86,
IN012070800,"BOMBAY SANTACRUZ, IN",9/16/2001,,85,,78
IN012070800,"BOMBAY SANTACRUZ, IN",9/17/2001,0,82,87,
IN012070800,"BOMBAY SANTACRUZ, IN",9/18/2001,0.24,79,,
IN012070800,"BOMBAY SANTACRUZ, IN",9/19/2001,0.75,80,,76
IN012070800,"BOMBAY SANTACRUZ, IN",9/20/2001,0.01,81,,76
IN012070800,"BOMBAY SANTACRUZ, IN",9/21/2001,0.55,82,,
IN012070800,"BOMBAY SANTACRUZ, IN",9/22/2001,1.02,85,92,74
IN012070800,"BOMBAY SANTACRUZ, IN",9/23/2001,0.02,83,90,79
IN012070800,"BOMBAY SANTACRUZ, IN",9/24/2001,0,83,,79
IN012070800,"BOMBAY SANTACRUZ, IN",9/25/2001,,82,90,
IN012070800,"BOMBAY SANTACRUZ, IN",9/26/2001,0,83,,
IN012070800,"BOMBAY SANTACRUZ, IN",9/27/2001,0.98,82,89,74
IN012070800,"BOMBAY SANTACRUZ, IN",9/28/2001,0,83,89,
IN012070800,"BOMBAY SANTACRUZ, IN",9/29/2001,,85,91,77
IN012070800,"BOMBAY SANTACRUZ, IN",9/30/2001,,85,,81
IN012070800,"BOMBAY SANTACRUZ, IN",10/1/2001,,84,89,
IN012070800,"BOMBAY SANTACRUZ, IN",10/2/2001,0.04,83,88,
IN012070800,"BOMBAY SANTACRUZ, IN",10/3/2001,0,83,89,
IN012070800,"BOMBAY SANTACRUZ, IN",10/4/2001,0.08,82,89,
IN012070800,"BOMBAY SANTACRUZ, IN",10/5/2001,0,82,90,
IN012070800,"BOMBAY SANTACRUZ, IN",10/6/2001,0.02,79,85,
IN012070800,"BOMBAY SANTACRUZ, IN",10/7/2001,0.94,78,82,74
IN012070800,"BOMBAY SANTACRUZ, IN",10/8/2001,0.35,80,90,76
IN012070800,"BOMBAY SANTACRUZ, IN",10/9/2001,0.75,83,90,78
IN012070800,"BOMBAY SANTACRUZ, IN",10/10/2001,0,83,90,78
IN012070800,"BOMBAY SANTACRUZ, IN",10/11/2001,,84,91,79
IN012070800,"BOMBAY SANTACRUZ, IN",10/12/2001,,84,,78
IN012070800,"BOMBAY SANTACRUZ, IN",10/13/2001,0.04,83,89,78
IN012070800,"BOMBAY SANTACRUZ, IN",10/14/2001,0,85,90,78
IN012070800,"BOMBAY SANTACRUZ, IN",10/15/2001,,86,92,81
IN012070800,"BOMBAY SANTACRUZ, IN",10/16/2001,,85,,
IN012070800,"BOMBAY SANTACRUZ, IN",10/17/2001,,83,94,72
IN012070800,"BOMBAY SANTACRUZ, IN",10/18/2001,,85,96,72
IN012070800,"BOMBAY SANTACRUZ, IN",10/19/2001,,85,96,76
IN012070800,"BOMBAY SANTACRUZ, IN",10/20/2001,,86,92,81
IN012070800,"BOMBAY SANTACRUZ, IN",10/21/2001,,85,97,76
IN012070800,"BOMBAY SANTACRUZ, IN",10/22/2001,,85,96,71
IN012070800,"BOMBAY SANTACRUZ, IN",10/23/2001,,85,97,70
IN012070800,"BOMBAY SANTACRUZ, IN",10/24/2001,,86,97,70
IN012070800,"BOMBAY SANTACRUZ, IN",10/25/2001,,87,96,68
IN012070800,"BOMBAY SANTACRUZ, IN",10/26/2001,,87,,71
IN012070800,"BOMBAY SANTACRUZ, IN",10/27/2001,,83,96,70
IN012070800,"BOMBAY SANTACRUZ, IN",10/28/2001,,82,95,71
IN012070800,"BOMBAY SANTACRUZ, IN",10/29/2001,,85,,
IN012070800,"BOMBAY SANTACRUZ, IN",10/30/2001,,83,94,72
IN012070800,"BOMBAY SANTACRUZ, IN",10/31/2001,,83,96,72
IN012070800,"BOMBAY SANTACRUZ, IN",11/1/2001,,85,98,72
IN012070800,"BOMBAY SANTACRUZ, IN",11/2/2001,,85,98,74
IN012070800,"BOMBAY SANTACRUZ, IN",11/3/2001,,81,98,70
IN012070800,"BOMBAY SANTACRUZ, IN",11/4/2001,,80,96,69
IN012070800,"BOMBAY SANTACRUZ, IN",11/5/2001,,81,96,68
IN012070800,"BOMBAY SANTACRUZ, IN",11/6/2001,,83,94,71
IN012070800,"BOMBAY SANTACRUZ, IN",11/7/2001,,84,95,72
IN012070800,"BOMBAY SANTACRUZ, IN",11/8/2001,,83,96,71
IN012070800,"BOMBAY SANTACRUZ, IN",11/9/2001,,84,96,69
IN012070800,"BOMBAY SANTACRUZ, IN",11/10/2001,,82,94,
IN012070800,"BOMBAY SANTACRUZ, IN",11/11/2001,,83,92,69
IN012070800,"BOMBAY SANTACRUZ, IN",11/12/2001,,82,92,70
IN012070800,"BOMBAY SANTACRUZ, IN",11/13/2001,,81,94,
IN012070800,"BOMBAY SANTACRUZ, IN",11/14/2001,,81,95,67
IN012070800,"BOMBAY SANTACRUZ, IN",11/15/2001,,82,,67
IN012070800,"BOMBAY SANTACRUZ, IN",11/16/2001,,83,,72
IN012070800,"BOMBAY SANTACRUZ, IN",11/17/2001,,84,,75
IN012070800,"BOMBAY SANTACRUZ, IN",11/18/2001,,84,96,75
IN012070800,"BOMBAY SANTACRUZ, IN",11/19/2001,,86,,75
IN012070800,"BOMBAY SANTACRUZ, IN",11/20/2001,,87,,
IN012070800,"BOMBAY SANTACRUZ, IN",11/21/2001,,85,,
IN012070800,"BOMBAY SANTACRUZ, IN",11/22/2001,,83,,69
IN012070800,"BOMBAY SANTACRUZ, IN",11/23/2001,,83,94,68
IN012070800,"BOMBAY SANTACRUZ, IN",11/24/2001,,83,94,
IN012070800,"BOMBAY SANTACRUZ, IN",11/25/2001,,81,94,67
IN012070800,"BOMBAY SANTACRUZ, IN",11/26/2001,,79,92,68
IN012070800,"BOMBAY SANTACRUZ, IN",11/27/2001,,78,92,67
IN012070800,"BOMBAY SANTACRUZ, IN",11/28/2001,,78,92,68
IN012070800,"BOMBAY SANTACRUZ, IN",11/29/2001,,82,93,69
IN012070800,"BOMBAY SANTACRUZ, IN",11/30/2001,,78,92,
IN012070800,"BOMBAY SANTACRUZ, IN",12/1/2001,,77,92,67
IN012070800,"BOMBAY SANTACRUZ, IN",12/2/2001,,79,95,66
IN012070800,"BOMBAY SANTACRUZ, IN",12/3/2001,,78,95,66
IN012070800,"BOMBAY SANTACRUZ, IN",12/4/2001,,79,93,64
IN012070800,"BOMBAY SANTACRUZ, IN",12/5/2001,,78,91,65
IN012070800,"BOMBAY SANTACRUZ, IN",12/6/2001,,78,93,66
IN012070800,"BOMBAY SANTACRUZ, IN",12/7/2001,,80,96,65
IN012070800,"BOMBAY SANTACRUZ, IN",12/8/2001,,81,95,66
IN012070800,"BOMBAY SANTACRUZ, IN",12/9/2001,,80,,65
